section_order,section_name,item_order,object_schema,object_name,object_type,attribute_name,attribute_value,status,severity,notes
9,SCHEMAS,22,pg_temp_25,pg_temp_25,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,23,pg_temp_26,pg_temp_26,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,24,pg_temp_27,pg_temp_27,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,25,pg_temp_28,pg_temp_28,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,26,pg_temp_29,pg_temp_29,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,27,pg_temp_3,pg_temp_3,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,28,pg_temp_30,pg_temp_30,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,29,pg_temp_31,pg_temp_31,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,30,pg_temp_32,pg_temp_32,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,31,pg_temp_33,pg_temp_33,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,32,pg_temp_35,pg_temp_35,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,33,pg_temp_36,pg_temp_36,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,34,pg_temp_38,pg_temp_38,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,35,pg_temp_4,pg_temp_4,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,36,pg_temp_41,pg_temp_41,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,37,pg_temp_42,pg_temp_42,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,38,pg_temp_43,pg_temp_43,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,39,pg_temp_44,pg_temp_44,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,40,pg_temp_45,pg_temp_45,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,41,pg_temp_47,pg_temp_47,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,42,pg_temp_48,pg_temp_48,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,43,pg_temp_5,pg_temp_5,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,44,pg_temp_50,pg_temp_50,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,45,pg_temp_52,pg_temp_52,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,46,pg_temp_53,pg_temp_53,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,47,pg_temp_54,pg_temp_54,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,48,pg_temp_55,pg_temp_55,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,49,pg_temp_56,pg_temp_56,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,50,pg_temp_57,pg_temp_57,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,51,pg_temp_58,pg_temp_58,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,52,pg_temp_59,pg_temp_59,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,53,pg_temp_6,pg_temp_6,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,54,pg_temp_7,pg_temp_7,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,55,pg_temp_8,pg_temp_8,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,56,pg_temp_9,pg_temp_9,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,57,pg_toast,pg_toast,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,58,pg_toast_temp_0,pg_toast_temp_0,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,59,pg_toast_temp_10,pg_toast_temp_10,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,60,pg_toast_temp_11,pg_toast_temp_11,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,61,pg_toast_temp_12,pg_toast_temp_12,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,62,pg_toast_temp_13,pg_toast_temp_13,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,63,pg_toast_temp_14,pg_toast_temp_14,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,64,pg_toast_temp_15,pg_toast_temp_15,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,65,pg_toast_temp_17,pg_toast_temp_17,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,66,pg_toast_temp_18,pg_toast_temp_18,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,67,pg_toast_temp_19,pg_toast_temp_19,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,68,pg_toast_temp_2,pg_toast_temp_2,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,69,pg_toast_temp_20,pg_toast_temp_20,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,70,pg_toast_temp_21,pg_toast_temp_21,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,71,pg_toast_temp_22,pg_toast_temp_22,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,72,pg_toast_temp_23,pg_toast_temp_23,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,73,pg_toast_temp_25,pg_toast_temp_25,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,74,pg_toast_temp_26,pg_toast_temp_26,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,75,pg_toast_temp_27,pg_toast_temp_27,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,76,pg_toast_temp_28,pg_toast_temp_28,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,77,pg_toast_temp_29,pg_toast_temp_29,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,78,pg_toast_temp_3,pg_toast_temp_3,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,79,pg_toast_temp_30,pg_toast_temp_30,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,80,pg_toast_temp_31,pg_toast_temp_31,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,81,pg_toast_temp_32,pg_toast_temp_32,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,82,pg_toast_temp_33,pg_toast_temp_33,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,83,pg_toast_temp_35,pg_toast_temp_35,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,84,pg_toast_temp_36,pg_toast_temp_36,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,85,pg_toast_temp_38,pg_toast_temp_38,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,86,pg_toast_temp_4,pg_toast_temp_4,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,87,pg_toast_temp_41,pg_toast_temp_41,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,88,pg_toast_temp_42,pg_toast_temp_42,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,89,pg_toast_temp_43,pg_toast_temp_43,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,90,pg_toast_temp_44,pg_toast_temp_44,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,91,pg_toast_temp_45,pg_toast_temp_45,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,92,pg_toast_temp_47,pg_toast_temp_47,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,93,pg_toast_temp_48,pg_toast_temp_48,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,94,pg_toast_temp_5,pg_toast_temp_5,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,95,pg_toast_temp_50,pg_toast_temp_50,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,96,pg_toast_temp_52,pg_toast_temp_52,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,97,pg_toast_temp_53,pg_toast_temp_53,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,98,pg_toast_temp_54,pg_toast_temp_54,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,99,pg_toast_temp_55,pg_toast_temp_55,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,100,pg_toast_temp_56,pg_toast_temp_56,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,101,pg_toast_temp_57,pg_toast_temp_57,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,102,pg_toast_temp_58,pg_toast_temp_58,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,103,pg_toast_temp_59,pg_toast_temp_59,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,104,pg_toast_temp_6,pg_toast_temp_6,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,105,pg_toast_temp_7,pg_toast_temp_7,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,106,pg_toast_temp_8,pg_toast_temp_8,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,107,pg_toast_temp_9,pg_toast_temp_9,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,108,pgbouncer,pgbouncer,schema,owner,pgbouncer,PRESENT,INFO,Schema inventory.
9,SCHEMAS,109,public,public,schema,owner,pg_database_owner,PRESENT,INFO,Schema inventory.
9,SCHEMAS,110,realtime,realtime,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,111,storage,storage,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
9,SCHEMAS,112,vault,vault,schema,owner,supabase_admin,PRESENT,INFO,Schema inventory.
10,ROLES_AND_ATTRIBUTES,1,null,anon,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,2,null,authenticated,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,3,null,authenticator,role,attributes,"{""inherit"": false, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,4,null,cli_login_postgres,role,attributes,"{""inherit"": false, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,5,null,dashboard_user,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": true, ""superuser"": false, ""bypass_rls"": false, ""create_role"": true, ""replication"": true, ""connection_limit"": -1}",BLOCKED,CRITICAL,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,6,null,pg_checkpoint,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,7,null,pg_create_subscription,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,8,null,pg_database_owner,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,9,null,pg_execute_server_program,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,10,null,pg_maintain,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,11,null,pg_monitor,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,12,null,pg_read_all_data,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,13,null,pg_read_all_settings,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,14,null,pg_read_all_stats,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,15,null,pg_read_server_files,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,16,null,pg_signal_backend,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,17,null,pg_stat_scan_tables,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,18,null,pg_use_reserved_connections,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,19,null,pg_write_all_data,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,20,null,pg_write_server_files,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,21,null,pgbouncer,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,22,null,postgres,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": true, ""superuser"": false, ""bypass_rls"": true, ""create_role"": true, ""replication"": true, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,23,null,service_role,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": true, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,24,null,supabase_admin,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": true, ""superuser"": true, ""bypass_rls"": true, ""create_role"": true, ""replication"": true, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,25,null,supabase_auth_admin,role,attributes,"{""inherit"": false, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": true, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,26,null,supabase_etl_admin,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": true, ""create_role"": false, ""replication"": true, ""connection_limit"": -1}",BLOCKED,CRITICAL,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,27,null,supabase_privileged_role,role,attributes,"{""inherit"": true, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,28,null,supabase_read_only_user,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": true, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",BLOCKED,CRITICAL,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,29,null,supabase_realtime_admin,role,attributes,"{""inherit"": false, ""can_login"": false, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,30,null,supabase_replication_admin,role,attributes,"{""inherit"": true, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": false, ""replication"": true, ""connection_limit"": -1}",BLOCKED,CRITICAL,Role attributes only; no password metadata.
10,ROLES_AND_ATTRIBUTES,31,null,supabase_storage_admin,role,attributes,"{""inherit"": false, ""can_login"": true, ""create_db"": false, ""superuser"": false, ""bypass_rls"": false, ""create_role"": true, ""replication"": false, ""connection_limit"": -1}",INFO,INFO,Role attributes only; no password metadata.
11,ROLE_MEMBERSHIPS,1,null,authenticator,role_membership,member_of,anon,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,2,null,postgres,role_membership,member_of,anon,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,3,null,authenticator,role_membership,member_of,authenticated,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,4,null,postgres,role_membership,member_of,authenticated,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,5,null,postgres,role_membership,member_of,authenticator,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,6,null,supabase_storage_admin,role_membership,member_of,authenticator,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,7,null,postgres,role_membership,member_of,pg_create_subscription,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,8,null,postgres,role_membership,member_of,pg_monitor,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,9,null,supabase_etl_admin,role_membership,member_of,pg_monitor,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,10,null,supabase_read_only_user,role_membership,member_of,pg_monitor,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,11,null,postgres,role_membership,member_of,pg_read_all_data,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,12,null,supabase_etl_admin,role_membership,member_of,pg_read_all_data,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,13,null,supabase_read_only_user,role_membership,member_of,pg_read_all_data,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,14,null,pg_monitor,role_membership,member_of,pg_read_all_settings,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,15,null,pg_monitor,role_membership,member_of,pg_read_all_stats,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,16,null,postgres,role_membership,member_of,pg_signal_backend,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,17,null,pg_monitor,role_membership,member_of,pg_stat_scan_tables,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,18,null,cli_login_postgres,role_membership,member_of,postgres,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,19,null,authenticator,role_membership,member_of,service_role,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,20,null,postgres,role_membership,member_of,service_role,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,21,null,postgres,role_membership,member_of,supabase_privileged_role,INFO,INFO,Role membership inventory.
11,ROLE_MEMBERSHIPS,22,null,supabase_etl_admin,role_membership,member_of,supabase_privileged_role,INFO,INFO,Role membership inventory.
12,TABLES,1,auth,audit_log_entries,table,relkind,r,PRESENT,INFO,"Table, partitioned table, view, materialized view or foreign table."
12,TABLES,2,auth,custom_oauth_providers,table,relkind,r,PRESENT,INFO,"Table, partitioned table, view, materialized view or foreign table."
12,TABLES,3,auth,flow_state,table,relkind,r,PRESENT,INFO,"Table, partitioned table, view, materialized view or foreign table."
12,TABLES,4,auth,identities,table,relkind,r,PRESENT,INFO,"Table, partitioned table, view, materialized view or foreign table."
